,Channel_1,Channel_2,Channel_3
0,2115.721245500002,961.5300454999991,2207.590867000002
1,2116.1716699999997,957.7611214999995,2201.0304584999985
2,2120.1107965,963.7537890000008,2189.794670499998
3,2122.970559499999,971.1501665000014,2188.0268789999977
4,2126.263027999998,990.0933670000003,2191.682938499999
5,2118.7972154999966,988.5237745000005,2198.7990954999973
6,2121.969156,982.9502575000015,2187.3221629999994
7,2121.1461444999986,977.9061524999988,2186.458504999997
8,2123.940658500003,971.1545104999999,2185.638742500002
9,2120.6277019999966,971.1991829999993,2175.3108489999977
10,2123.5116970000017,968.3197215000012,2166.6039544999994
11,2123.215508999996,971.384064499999,2170.74041
12,2129.0909635000016,972.7652164999993,2163.9263334999996
13,2132.718766500003,970.7333590000005,2179.615933500001
14,2134.568597999998,962.4713379999995,2185.4281014999956
15,2138.683791999998,954.6934400000011,2178.606258499999
16,2140.1600030000013,953.490986999998,2192.6649770000017
17,2144.085883000004,960.632402499999,2205.8249345000036
18,2151.3505065000004,970.6616109999997,2221.8723779999973
19,2154.624125000004,970.7599899999993,2239.0595600000006
20,2152.337264000001,971.4363460000002,2237.241617499997
21,2146.9163569999964,973.2011274999994,2223.7088760000033
22,2147.9949055000006,968.9476104999995,2201.609016499995
23,2154.6577294999993,971.8220769999996,2192.6245754999945
24,2164.893298999996,985.4636684999998,2189.9209539999993
25,2162.846600500001,985.3599445000016,2191.506067500002
26,2162.3743400000008,988.2176849999985,2210.6695990000026
27,2165.2218315,999.3640524999996,2241.1215664999972
28,2166.9035664999997,998.6669240000027,2242.6776004999992
